"text","book","chapter"
"said, slamming the diary shut. 'I've said I dreamed I was buying","Book 5: Order of the Phoenix","chap-13"
"a new pair of shoes, she can't make anything weird out of","Book 5: Order of the Phoenix","chap-13"
"that, can she?'    They hurried off to North Tower","Book 5: Order of the Phoenix","chap-13"
"together.    'How was detention with Umbridge, anyway? What did","Book 5: Order of the Phoenix","chap-13"
"she make you do?'    Harry hesitated for a fraction","Book 5: Order of the Phoenix","chap-13"
"of a second, then said, 'Lines.'    That's not too","Book 5: Order of the Phoenix","chap-13"
"bad, then, eh?' said Ron.    'Nope,' said Harry. ","Book 5: Order of the Phoenix","chap-13"
"  'Hey - I forgot - did she let you off","Book 5: Order of the Phoenix","chap-13"
"for Friday?'    'No,' said Harry.    Ron","Book 5: Order of the Phoenix","chap-13"
"groaned sympathetically.    It was another bad day for Harry;","Book 5: Order of the Phoenix","chap-13"
"he was one of the worst in Transfiguration, not having practised Vanishing","Book 5: Order of the Phoenix","chap-13"
"Spells at all. He had to give up his lunch hour to","Book 5: Order of the Phoenix","chap-13"
"complete the picture of the Bowtruckle and, meanwhile, Professors McGonagall, Grubbly-Plank and","Book 5: Order of the Phoenix","chap-13"
"Sinistra gave them yet more homework, which he had no prospect of","Book 5: Order of the Phoenix","chap-13"
"finishing that evening because of his second detention with Umbridge. To cap","Book 5: Order of the Phoenix","chap-13"
"it all, Angelina Johnson tracked him down at dinner again and, on","Book 5: Order of the Phoenix","chap-13"
"learning that he would not be able to attend Friday's Keeper tryouts,","Book 5: Order of the Phoenix","chap-13"
"told him she was not at all impressed by his attitude and that","Book 5: Order of the Phoenix","chap-13"
"she expected players who wished to remain on the team to put","Book 5: Order of the Phoenix","chap-13"
"training before their other commitments.    'I'm in detention!' Harry","Book 5: Order of the Phoenix","chap-13"
"yelled after her as she stalked away. 'D'you think I'd rather be","Book 5: Order of the Phoenix","chap-13"
"stuck in a room with that old toad or playing Quidditch?' ","Book 5: Order of the Phoenix","chap-13"
"  'At least it's only lines,' said Hermione consolingly, as Harry","Book 5: Order of the Phoenix","chap-13"
"sank back on to his bench and looked down at his steak","Book 5: Order of the Phoenix","chap-13"
"and kidney pie, which he no longer fancied very much. 'It's not","Book 5: Order of the Phoenix","chap-13"
"as it it's a dreadful punishment, really . . .'  ","Book 5: Order of the Phoenix","chap-13"
" Harry opened his mouth, closed it again and nodded. He was","Book 5: Order of the Phoenix","chap-13"
"not really sure why he was not telling Ron and Hermione exactly","Book 5: Order of the Phoenix","chap-13"
"what was happening in Umbridge's room: he only knew that he did","Book 5: Order of the Phoenix","chap-13"
"not want to see their looks of horror; that would make the","Book 5: Order of the Phoenix","chap-13"
"whole thing seem worse and therefore more difficult to face. He also","Book 5: Order of the Phoenix","chap-13"
"felt dimly that this was between himself and Umbridge, a private battle","Book 5: Order of the Phoenix","chap-13"
"of wills, and he was not going to give her the satisfaction","Book 5: Order of the Phoenix","chap-13"
"of hearing that he had complained about it.    'I","Book 5: Order of the Phoenix","chap-13"
"can't believe how much homework we've got,' said Ron miserably.  ","Book 5: Order of the Phoenix","chap-13"
" 'Well, why didn't you do any last night?' Hermione asked him.","Book 5: Order of the Phoenix","chap-13"
"'Where were you, anyway?'    'I was . . .","Book 5: Order of the Phoenix","chap-13"
"I fancied a walk,' said Ron shiftily.    Harry had","Book 5: Order of the Phoenix","chap-13"
"the distinct impression that he was not alone in concealing things at","Book 5: Order of the Phoenix","chap-13"
"the moment.*The second detention was just as bad as the previous one.","Book 5: Order of the Phoenix","chap-13"
"The skin on the back of Harry's hand became irritated more quickly","Book 5: Order of the Phoenix","chap-13"
"now and was soon red and inflamed. Harry thought it unlikely that","Book 5: Order of the Phoenix","chap-13"
"it would keep healing as effectively for long. Soon the cut would","Book 5: Order of the Phoenix","chap-13"
"remain etched into his hand and Umbridge would, perhaps, be satisfied. He","Book 5: Order of the Phoenix","chap-13"
"let no gasp of pain escape him, however, and from the moment","Book 5: Order of the Phoenix","chap-13"
"of entering the room to the moment of his dismissal, again past","Book 5: Order of the Phoenix","chap-13"
"midnight, he said nothing but 'good evening' and 'goodnight'.   ","Book 5: Order of the Phoenix","chap-13"
"His homework situation, however, was now desperate, and when he returned to","Book 5: Order of the Phoenix","chap-13"
"the Gryffindor common room he did not, though exhausted, go to bed,","Book 5: Order of the Phoenix","chap-13"
"but opened his books and began Snape's moonstone essay. It was half","Book 5: Order of the Phoenix","chap-13"
"past two by the time he had finished it. He knew he","Book 5: Order of the Phoenix","chap-13"
"had done a poor job, but there was no help for it;","Book 5: Order of the Phoenix","chap-13"
"unless he had something to give in he would be in detention","Book 5: Order of the Phoenix","chap-13"
"with Snape next. He then dashed off answers to the questions Professor","Book 5: Order of the Phoenix","chap-13"
"McGonagall had set them, cobbled together something on the proper handling of","Book 5: Order of the Phoenix","chap-13"
"Bowtruckles for Professor Grubbly-Plank, and staggered up to bed, where he fell","Book 5: Order of the Phoenix","chap-13"
"fully clothed on top of the covers and fell asleep immediately.*Thursday passed","Book 5: Order of the Phoenix","chap-13"
"in a haze of tiredness. Ron seemed very sleepy too, though Harry","Book 5: Order of the Phoenix","chap-13"
"could not see why he should be. Harry's third detention passed in","Book 5: Order of the Phoenix","chap-13"
"the same way as the previous two, except that after two hours","Book 5: Order of the Phoenix","chap-13"
"the words 'I must not tell lies' did not fade from the","Book 5: Order of the Phoenix","chap-13"
"back of Harry's hand, but remained scratched there, oozing droplets of blood.","Book 5: Order of the Phoenix","chap-13"
"The pause in the pointed quills scratching made Professor Umbridge look up.","Book 5: Order of the Phoenix","chap-13"
"   'Ah,' she said softly, moving around her desk to","Book 5: Order of the Phoenix","chap-13"
"examine his hand herself. 'Good. That ought to serve as a reminder","Book 5: Order of the Phoenix","chap-13"
"to you, oughtn't it? You may leave for tonight.'   ","Book 5: Order of the Phoenix","chap-13"
"'Do I still have to come back tomorrow?' said Harry, picking up","Book 5: Order of the Phoenix","chap-13"
"his schoolbag with his left hand rather than his smarting right one.","Book 5: Order of the Phoenix","chap-13"
"   'Oh yes,' said Professor Umbridge, smiling as widely as","Book 5: Order of the Phoenix","chap-13"
"before. 'Yes, I think we can etch the message a little deeper","Book 5: Order of the Phoenix","chap-13"
"with another evenings work.'    Harry had never before considered","Book 5: Order of the Phoenix","chap-13"
"the possibility that there might be another teacher in the world he","Book 5: Order of the Phoenix","chap-13"
"hated more than Snape, but as he walked back towards Gryffindor Tower","Book 5: Order of the Phoenix","chap-13"
"he had to admit he had found a strong contender. She's evil,","Book 5: Order of the Phoenix","chap-13"
"he thought, as he climbed a staircase to the seventh floor, she's","Book 5: Order of the Phoenix","chap-13"
"an evil, twisted, mad old-    'Ron?'   ","Book 5: Order of the Phoenix","chap-13"
"He had reached the top of the stairs, turned right and almost","Book 5: Order of the Phoenix","chap-13"
"walked into Ron, who was lurking behind a statue of Lachlan the","Book 5: Order of the Phoenix","chap-13"
"Lanky, clutching his broomstick. He gave a great leap of surprise when","Book 5: Order of the Phoenix","chap-13"
"he saw Harry and attempted to hide his new Cleansweep Eleven behind","Book 5: Order of the Phoenix","chap-13"
"his back.    'What are you doing?'   ","Book 5: Order of the Phoenix","chap-13"
"'Er - nothing. What are you doing?'    Harry frowned","Book 5: Order of the Phoenix","chap-13"
"at him.    'Come on, you can tell me! What","Book 5: Order of the Phoenix","chap-13"
"are you hiding here for?'    'I'm - I'm hiding","Book 5: Order of the Phoenix","chap-13"
"from Fred and George, if you must know,' said Ron. They just","Book 5: Order of the Phoenix","chap-13"
"went past with a bunch of first-years, I bet they're testing stuff","Book 5: Order of the Phoenix","chap-13"
"on them again, I mean, they can't do it in the common","Book 5: Order of the Phoenix","chap-13"
"room now, can they, not with Hermione there.'    He","Book 5: Order of the Phoenix","chap-13"
"was talking in a very fast, feverish way.    'But","Book 5: Order of the Phoenix","chap-13"
"what have you got your broom for, you haven't been flying, have","Book 5: Order of the Phoenix","chap-13"
"you?' Harry asked.    'I - well - well, OK,","Book 5: Order of the Phoenix","chap-13"
"I'll tell you, but don't laugh, all right?' Ron said defensively, turning","Book 5: Order of the Phoenix","chap-13"
"redder with every second. 'I - I thought I'd try out for","Book 5: Order of the Phoenix","chap-13"
"Gryffindor Keeper now I've got a decent broom. There. Go on. Laugh.'","Book 5: Order of the Phoenix","chap-13"
"   'I'm not laughing,' said Harry. Ron blinked. 'It's a","Book 5: Order of the Phoenix","chap-13"
"brilliant idea! It'd be really cool if you got on the team!","Book 5: Order of the Phoenix","chap-13"
"I've never seen you play Keeper, are you good?'   ","Book 5: Order of the Phoenix","chap-13"
"'I'm not bad,' said Ron, who looked immensely relieved at Harry's reaction.","Book 5: Order of the Phoenix","chap-13"
"'Charlie, Fred and George always made me keep for them when they","Book 5: Order of the Phoenix","chap-13"
"were training during the holidays.'    'So you've been practising","Book 5: Order of the Phoenix","chap-13"
"tonight?'    'Every evening since Tuesday . . . just","Book 5: Order of the Phoenix","chap-13"
"on my own, though. I've been trying to bewitch Quaffles to fly","Book 5: Order of the Phoenix","chap-13"
"at me, but it hasn't been easy and I don't know how","Book 5: Order of the Phoenix","chap-13"
"much use it'll be.' Ron looked nervous and anxious. 'Fred and George","Book 5: Order of the Phoenix","chap-13"
"are going to laugh themselves stupid when I turn up for the","Book 5: Order of the Phoenix","chap-13"
"tryouts. They haven't stopped taking the mickey out of me since I","Book 5: Order of the Phoenix","chap-13"
"got made a prefect.'    'I wish I was going","Book 5: Order of the Phoenix","chap-13"
"to be there,' said Harry bitterly, as they set off together towards","Book 5: Order of the Phoenix","chap-13"
"the common room.    'Yeah, so do - Harry, what's","Book 5: Order of the Phoenix","chap-13"
"that on the back of your hand?'    Harry, who had","Book 5: Order of the Phoenix","chap-13"
"just scratched his nose with his free right hand, tried to hide","Book 5: Order of the Phoenix","chap-13"
"it, but had as much success as Ron with his Cleansweep. ","Book 5: Order of the Phoenix","chap-13"
"  'It's just a cut - it's nothing - it's -","Book 5: Order of the Phoenix","chap-13"
"'    But Ron had grabbed Harry's forearm and pulled","Book 5: Order of the Phoenix","chap-13"
"the back of Harry's hand up level with his eyes. There was","Book 5: Order of the Phoenix","chap-13"
"a pause, during which he stared at the words carved into the","Book 5: Order of the Phoenix","chap-13"
